Student_ID,Attendance_Percent,Study_Hours_Per_Day,Activities_Participation,Previous_Sem_Marks,Backlogs,Assignment_Completion_Percent,Participation_Score,Final_Marks,Pass_Fail
STU0749,70.7,5.4,1,83.3,2,79.0,3.9,69.6,Pass
STU0750,61.1,3.4,2,68.7,0,79.1,8.1,59.1,Pass
STU0751,66.9,0.5,0,57.0,3,47.4,2.2,24.1,Fail
STU0752,61.8,5.6,1,86.9,1,73.2,3.6,77.5,Pass
STU0753,66.3,2.0,4,66.2,0,48.3,5.4,60.0,Pass
STU0754,90.6,2.4,3,67.5,2,96.5,6.2,58.6,Pass
STU0755,66.6,2.5,4,61.8,5,63.8,4.2,37.2,Fail
STU0756,100.0,5.8,2,98.0,1,98.0,4.8,93.6,Pass
STU0757,83.9,0.5,2,61.7,1,60.9,5.2,46.6,Pass
STU0758,80.2,8.8,2,98.0,1,100.0,7.4,100.0,Pass
STU0759,67.7,5.3,1,81.7,0,80.4,4.7,71.6,Pass
STU0760,86.4,3.9,1,83.9,0,91.5,7.6,71.2,Pass
STU0761,71.1,3.4,1,76.3,1,84.8,6.9,66.8,Pass
STU0762,79.5,4.0,1,65.7,2,62.7,1.9,54.4,Pass
STU0763,100.0,4.4,3,93.2,1,89.3,2.7,85.4,Pass
STU0764,76.8,4.6,2,70.1,2,95.1,5.9,73.2,Pass
STU0765,91.8,4.4,2,83.1,1,84.6,6.8,75.6,Pass
STU0766,69.6,3.7,2,76.8,0,78.0,4.2,71.2,Pass
STU0767,77.6,3.2,0,59.8,2,67.2,2.5,46.1,Pass
STU0768,99.2,3.2,1,84.2,2,82.8,2.6,68.4,Pass
STU0769,70.5,3.2,4,61.8,2,65.3,3.7,58.7,Pass
STU0770,99.7,5.4,2,98.0,0,100.0,6.7,89.7,Pass
STU0771,86.5,4.5,4,82.6,1,91.2,5.3,76.3,Pass
STU0772,71.3,0.5,4,51.3,3,53.7,5.3,41.2,Pass
STU0773,85.6,4.6,2,72.2,0,100.0,2.0,82.4,Pass
STU0774,89.7,3.8,1,74.3,2,100.0,5.5,72.1,Pass
STU0775,85.5,3.5,3,64.3,1,61.5,5.9,59.9,Pass
STU0776,59.2,2.8,3,60.7,3,58.0,2.8,40.5,Pass
STU0777,69.3,5.4,1,87.9,0,100.0,4.8,76.2,Pass
STU0778,75.0,5.1,1,78.3,3,81.3,4.3,59.2,Pass
STU0779,77.1,2.2,4,61.8,0,88.6,4.6,55.3,Pass
STU0780,85.4,4.2,1,81.0,4,82.1,0.0,58.9,Pass
STU0781,80.1,1.8,4,71.7,4,64.7,4.2,46.5,Pass
STU0782,62.0,1.2,0,66.0,0,60.8,3.2,49.8,Pass
STU0783,82.6,2.4,3,79.0,2,71.5,3.9,58.8,Pass
STU0784,85.3,5.0,3,90.2,0,96.6,5.1,86.6,Pass
STU0785,84.7,5.1,3,95.6,0,100.0,7.7,87.5,Pass
STU0786,91.0,4.4,2,83.6,0,98.2,4.6,80.9,Pass
STU0787,88.0,4.7,1,82.6,1,92.9,1.1,66.4,Pass
STU0788,83.5,4.4,0,90.4,1,100.0,3.3,72.2,Pass
STU0789,77.2,2.4,2,55.0,1,78.1,4.4,64.0,Pass
STU0790,58.1,4.2,2,77.8,1,64.2,3.4,66.2,Pass
STU0791,83.2,4.9,2,83.2,0,100.0,5.9,84.5,Pass
STU0792,80.5,4.8,3,82.4,0,94.2,3.2,72.8,Pass
STU0793,81.3,5.5,3,84.7,0,91.2,5.3,89.5,Pass
STU0794,62.7,4.7,1,73.6,3,57.2,2.0,56.3,Pass
STU0795,65.0,4.1,2,71.9,1,60.7,4.2,64.0,Pass
STU0796,90.6,5.3,1,84.2,0,100.0,5.4,85.0,Pass
STU0797,77.5,3.5,2,68.3,2,94.2,4.2,60.5,Pass
STU0798,86.2,2.0,0,50.0,1,72.3,2.7,51.2,Pass
STU0799,78.3,3.2,1,65.0,2,57.9,3.9,61.1,Pass
STU0800,78.4,2.2,1,61.3,2,57.9,3.7,49.5,Pass
STU0801,89.3,2.4,2,74.0,3,59.3,5.2,47.9,Pass
STU0802,71.8,3.3,1,84.0,0,55.7,4.9,60.5,Pass
STU0803,79.2,2.2,1,60.4,0,88.9,5.7,64.9,Pass
STU0804,72.5,3.0,2,61.0,1,91.3,4.6,54.4,Pass
STU0805,72.8,0.5,4,54.4,1,42.3,2.3,46.1,Pass
STU0806,74.3,3.9,0,71.7,1,77.8,4.8,59.4,Pass
STU0807,80.7,3.5,1,78.0,3,66.0,6.0,50.6,Pass
STU0808,72.3,2.1,4,74.6,2,64.4,8.9,66.8,Pass
STU0809,93.1,4.6,2,93.5,2,100.0,6.9,84.0,Pass
STU0810,67.3,5.1,1,84.2,1,93.4,3.6,63.6,Pass
STU0811,75.8,0.8,1,54.0,2,65.1,3.5,42.5,Pass
STU0812,72.7,2.2,3,83.7,0,63.5,4.3,68.6,Pass
STU0813,95.4,2.2,1,69.5,2,90.4,3.0,61.4,Pass
STU0814,80.4,1.9,3,69.7,1,74.0,4.5,61.1,Pass
STU0815,90.4,4.9,3,98.0,1,98.1,7.3,96.6,Pass
STU0816,60.2,3.2,2,69.6,0,64.1,2.0,58.8,Pass
STU0817,81.2,3.1,2,55.4,2,79.2,2.9,51.9,Pass
STU0818,88.7,0.5,4,66.8,0,65.2,6.7,56.5,Pass
STU0819,79.0,4.6,1,85.5,1,80.1,6.4,67.7,Pass
STU0820,90.8,1.4,1,55.2,3,61.9,2.4,34.0,Fail
STU0821,71.8,3.6,2,78.4,0,64.7,7.0,72.0,Pass
STU0822,94.9,4.0,1,85.0,0,80.7,5.5,75.6,Pass
STU0823,100.0,5.8,3,98.0,0,100.0,5.2,97.9,Pass
STU0824,73.6,1.3,3,57.0,2,55.9,0.8,35.7,Fail
STU0825,72.7,0.5,4,68.0,0,47.3,2.3,48.4,Pass
STU0826,95.4,3.8,1,82.5,2,82.2,3.0,60.6,Pass
STU0827,97.0,6.6,1,98.0,1,100.0,5.8,100.0,Pass
STU0828,71.7,5.6,1,98.0,1,100.0,5.6,80.4,Pass
STU0829,73.0,3.9,1,84.4,0,77.0,3.3,69.4,Pass
STU0830,74.6,2.7,2,72.2,3,68.9,3.9,51.0,Pass
STU0831,61.9,4.9,0,89.3,1,68.8,3.7,75.5,Pass
STU0832,67.0,1.8,1,63.3,1,57.5,3.2,38.1,Fail
STU0833,66.0,4.3,2,66.5,0,88.3,4.9,69.5,Pass
STU0834,68.8,4.4,4,79.4,1,88.7,5.7,65.9,Pass
STU0835,77.6,5.3,0,85.8,0,99.5,1.3,61.3,Pass
STU0836,80.8,8.2,0,98.0,0,100.0,4.2,89.7,Pass
STU0837,96.6,4.2,1,74.7,0,96.7,4.1,78.3,Pass
STU0838,66.0,2.6,1,53.7,3,68.8,5.2,38.2,Fail
STU0839,89.8,3.5,4,80.8,0,86.0,4.3,81.4,Pass
STU0840,75.4,0.5,2,61.1,3,50.8,4.0,38.2,Fail
STU0841,77.4,2.3,2,73.0,2,69.6,5.0,55.1,Pass
STU0842,86.1,2.8,2,75.1,1,79.1,4.1,72.1,Pass
STU0843,64.5,2.6,5,63.8,1,70.1,3.3,57.3,Pass
STU0844,82.6,3.8,3,93.9,1,82.7,6.6,80.5,Pass
STU0845,80.0,2.1,4,63.4,2,89.8,6.3,49.9,Pass
STU0846,83.9,5.4,3,98.0,0,81.9,5.8,90.1,Pass
STU0847,81.5,3.5,0,77.4,2,86.9,3.4,57.5,Pass
STU0848,100.0,3.5,3,96.0,2,89.0,2.3,67.0,Pass
STU0849,70.3,2.9,2,64.6,0,69.3,5.5,65.3,Pass
STU0850,71.6,3.8,3,74.2,2,67.6,7.3,60.5,Pass
STU0851,70.5,4.9,3,81.6,0,93.3,3.7,89.7,Pass
STU0852,71.3,2.0,1,57.5,2,69.9,5.6,32.6,Fail
STU0853,70.4,2.4,1,64.6,1,73.7,5.3,56.3,Pass
STU0854,92.3,3.0,4,94.6,2,83.3,3.7,73.2,Pass
STU0855,95.0,1.2,0,54.2,2,67.5,2.2,40.5,Pass
STU0856,71.2,2.1,2,58.6,2,63.2,2.0,42.9,Pass
STU0857,68.0,2.7,3,61.8,3,70.6,4.7,50.6,Pass
STU0858,83.7,5.0,1,82.0,0,70.9,5.0,82.8,Pass
STU0859,71.4,3.9,0,68.6,2,85.6,1.5,44.2,Pass
STU0860,85.6,3.8,3,87.8,0,100.0,5.7,77.7,Pass
STU0861,80.4,4.9,2,83.7,2,93.7,5.8,67.5,Pass
STU0862,59.8,3.3,1,65.7,3,63.0,4.8,40.3,Pass
STU0863,96.6,4.2,2,89.0,0,90.6,5.3,84.8,Pass
STU0864,99.6,3.3,1,82.3,0,95.1,2.0,76.9,Pass
STU0865,70.6,4.0,0,75.0,0,73.9,3.3,70.7,Pass
STU0866,73.3,2.5,2,66.0,4,76.6,4.8,50.0,Pass
STU0867,81.4,0.5,0,68.1,1,56.5,4.8,50.0,Pass
STU0868,82.0,3.3,3,97.4,2,95.2,5.0,64.7,Pass
STU0869,85.9,5.9,2,96.7,0,100.0,5.7,100.0,Pass
STU0870,100.0,5.1,4,98.0,0,97.2,4.6,93.0,Pass
STU0871,75.9,5.1,1,85.3,1,86.9,2.6,78.5,Pass
STU0872,68.4,5.6,0,68.7,2,86.6,2.0,52.6,Pass
STU0873,61.4,3.7,0,65.3,2,69.3,2.8,47.9,Pass
STU0874,69.2,3.8,4,71.1,1,65.4,8.8,76.7,Pass
STU0875,77.6,2.4,0,68.1,3,59.0,2.5,43.3,Pass
STU0876,99.5,3.0,5,81.3,2,98.0,6.5,72.3,Pass
STU0877,71.8,4.5,0,70.4,3,92.2,4.5,64.6,Pass
STU0878,80.7,5.5,3,74.0,0,100.0,3.9,75.6,Pass
STU0879,77.8,3.3,2,63.6,3,74.9,3.8,52.4,Pass
STU0880,92.3,2.7,1,76.8,0,98.8,4.7,74.5,Pass
STU0881,100.0,3.5,1,74.5,1,89.3,4.6,82.0,Pass
STU0882,71.6,4.5,1,83.7,1,89.7,1.2,64.8,Pass
STU0883,72.1,1.0,2,50.8,1,43.1,4.8,42.0,Pass
STU0884,90.5,0.5,3,69.0,0,61.0,3.4,55.2,Pass
STU0885,86.2,2.6,2,66.6,3,73.8,3.5,53.3,Pass
STU0886,100.0,1.4,3,77.5,0,74.3,5.1,72.6,Pass
STU0887,85.0,2.6,3,62.5,1,62.0,7.1,69.3,Pass
STU0888,73.7,3.2,1,65.4,1,80.3,3.6,62.9,Pass
STU0889,85.1,2.7,2,66.4,1,86.2,6.1,61.1,Pass
STU0890,91.3,6.0,2,98.0,0,94.6,2.9,94.8,Pass
STU0891,87.8,4.1,2,85.3,2,75.2,4.8,69.7,Pass
STU0892,84.1,4.0,4,74.3,0,76.6,4.9,82.0,Pass
STU0893,90.8,4.6,1,81.8,3,96.8,4.6,71.7,Pass
STU0894,92.0,1.6,0,59.1,3,65.6,2.4,50.2,Pass
STU0895,94.6,5.3,1,96.5,0,97.5,2.4,82.8,Pass
STU0896,85.8,3.4,2,87.1,1,70.0,3.1,65.1,Pass
STU0897,76.0,4.6,0,63.9,2,100.0,1.2,60.7,Pass
STU0898,79.8,1.7,1,69.5,2,66.3,1.5,54.1,Pass
STU0899,92.5,0.9,0,55.0,3,78.4,3.4,39.3,Fail
STU0900,68.2,4.9,2,75.9,1,86.7,4.4,78.3,Pass
STU0901,82.4,4.1,2,80.0,0,83.9,5.0,80.1,Pass
STU0902,73.3,2.0,3,80.7,2,63.1,7.4,58.3,Pass
STU0903,78.3,2.0,0,54.0,2,60.0,2.6,44.8,Pass
STU0904,93.3,5.4,5,98.0,0,94.7,7.6,96.3,Pass
STU0905,80.3,1.5,5,61.5,2,54.4,5.7,56.5,Pass
STU0906,78.6,6.3,1,77.9,0,86.1,8.8,78.2,Pass
STU0907,61.7,2.0,4,63.8,1,78.6,0.7,53.8,Pass
STU0908,87.0,4.6,2,84.3,1,92.7,3.7,81.9,Pass
STU0909,85.7,2.9,3,54.1,0,92.4,5.9,72.7,Pass
STU0910,100.0,4.5,2,98.0,0,88.7,3.6,89.5,Pass
STU0911,74.3,2.6,3,52.9,2,56.4,5.6,53.2,Pass
STU0912,80.6,3.2,2,72.8,0,67.1,4.3,68.2,Pass
STU0913,81.0,3.6,2,86.7,1,75.3,5.8,63.5,Pass
STU0914,96.9,1.8,2,90.7,0,76.3,2.4,68.2,Pass
STU0915,76.9,4.8,2,78.0,1,84.1,5.0,73.9,Pass
STU0916,81.3,2.6,0,55.2,3,65.4,3.9,35.9,Fail
STU0917,85.3,3.1,4,90.1,1,79.6,5.7,65.5,Pass
STU0918,80.2,1.8,4,77.4,2,68.6,5.4,67.1,Pass
STU0919,72.6,0.5,1,49.5,4,60.5,5.0,29.6,Fail
STU0920,80.3,3.2,3,70.9,1,91.1,2.4,67.0,Pass
STU0921,90.9,7.6,0,92.2,2,100.0,4.6,87.7,Pass
STU0922,65.7,4.8,2,73.8,1,92.1,3.0,62.9,Pass
STU0923,79.6,3.5,0,73.0,0,78.7,4.5,62.8,Pass
STU0924,69.6,3.1,3,66.1,1,54.4,3.7,67.4,Pass
STU0925,92.3,3.5,2,77.1,1,100.0,0.8,65.9,Pass
STU0926,59.7,4.4,1,74.8,2,96.6,5.3,61.1,Pass
STU0927,71.3,1.5,0,44.3,2,65.9,2.5,31.6,Fail
STU0928,82.5,5.4,0,79.3,0,94.0,4.4,72.7,Pass
STU0929,96.8,4.7,4,80.0,2,93.5,8.0,88.1,Pass
STU0930,77.2,4.7,2,81.7,0,80.9,5.3,62.9,Pass
STU0931,71.3,4.2,2,60.2,1,91.1,4.9,62.3,Pass
STU0932,100.0,3.5,3,93.2,1,89.6,5.0,81.2,Pass
STU0933,60.6,4.6,5,69.5,3,92.6,4.7,76.1,Pass
STU0934,51.6,4.5,3,56.9,2,70.3,5.0,50.1,Pass
STU0935,83.3,2.9,0,66.0,2,72.0,6.2,46.4,Pass
STU0936,72.0,2.5,0,75.8,1,61.2,2.6,47.7,Pass
STU0937,65.7,3.7,2,75.9,2,64.4,4.3,62.8,Pass
STU0938,86.5,6.1,2,77.1,1,100.0,7.0,84.4,Pass
STU0939,80.9,1.4,2,53.3,1,51.3,1.6,37.1,Fail
STU0940,71.2,1.0,3,56.9,2,48.0,5.3,45.1,Pass
STU0941,62.6,3.8,0,83.0,0,84.2,1.1,72.9,Pass
STU0942,88.5,3.6,0,67.4,1,74.2,4.0,62.3,Pass
STU0943,85.8,3.8,3,74.1,1,92.4,5.1,73.8,Pass
STU0944,76.8,3.9,2,88.4,2,59.0,5.5,67.3,Pass
STU0945,100.0,3.1,3,85.3,0,100.0,3.4,82.2,Pass
STU0946,65.2,6.0,1,89.2,0,75.4,3.8,70.9,Pass
STU0947,59.7,0.8,3,48.1,4,39.5,5.3,28.3,Fail
STU0948,69.7,2.1,3,64.6,4,69.8,3.9,43.1,Pass
STU0949,77.5,3.3,1,81.5,1,78.6,5.0,62.5,Pass
STU0950,80.9,0.7,3,61.3,1,68.4,4.6,56.5,Pass
STU0951,75.1,3.2,4,84.9,0,60.9,4.8,70.0,Pass
STU0952,82.2,6.3,2,94.8,0,96.6,4.7,88.3,Pass
STU0953,63.0,3.5,1,57.8,1,63.2,3.9,45.8,Pass
STU0954,95.3,3.9,4,88.1,1,78.6,5.3,82.4,Pass
STU0955,77.0,1.4,1,67.9,1,67.8,4.5,57.2,Pass
STU0956,91.4,2.5,1,77.4,2,86.9,3.1,56.6,Pass
STU0957,82.1,2.9,3,74.5,1,71.8,4.0,69.9,Pass
STU0958,83.5,3.0,1,56.4,1,91.9,5.2,58.4,Pass
STU0959,84.8,5.7,4,79.3,1,88.6,5.5,68.7,Pass
STU0960,83.4,4.4,3,71.4,4,100.0,4.5,62.2,Pass
STU0961,85.7,1.6,0,58.8,1,74.0,0.0,45.0,Pass
STU0962,93.9,3.9,2,80.4,1,76.9,3.0,71.5,Pass
STU0963,80.4,4.3,3,70.5,2,100.0,4.0,70.3,Pass
STU0964,86.5,5.4,2,96.8,0,91.2,4.1,83.1,Pass
STU0965,76.9,6.2,1,76.4,2,100.0,3.5,81.3,Pass
STU0966,95.3,1.8,4,65.6,0,76.3,6.6,69.4,Pass
STU0967,69.9,2.1,1,61.9,1,67.0,2.4,48.3,Pass
STU0968,99.6,1.4,1,77.3,1,83.3,2.3,63.3,Pass
STU0969,77.5,3.1,0,84.1,1,82.8,3.5,62.3,Pass
STU0970,60.8,4.3,3,78.4,0,70.1,3.6,86.5,Pass
STU0971,79.5,5.2,0,92.5,2,95.3,6.1,72.1,Pass
STU0972,69.8,3.4,2,60.6,2,76.6,5.6,58.4,Pass
STU0973,88.1,3.0,1,90.7,2,81.3,2.0,58.0,Pass
STU0974,70.2,3.8,1,55.4,4,72.9,5.5,50.8,Pass
STU0975,72.6,2.1,2,60.3,1,66.6,6.0,56.6,Pass
STU0976,55.3,7.1,4,93.3,0,100.0,4.7,90.3,Pass
STU0977,72.6,0.8,4,48.7,4,52.3,3.1,28.9,Fail
STU0978,48.9,3.8,3,58.7,2,75.7,4.2,46.2,Pass
STU0979,59.0,6.9,4,81.1,0,84.8,4.3,89.3,Pass
STU0980,87.1,3.5,1,73.6,2,73.7,2.8,50.8,Pass
STU0981,87.4,3.2,2,88.0,3,100.0,3.8,72.2,Pass
STU0982,83.1,2.9,1,71.1,1,81.4,4.5,54.0,Pass
STU0983,66.4,3.2,1,61.9,3,74.5,4.0,46.3,Pass
STU0984,77.4,5.8,4,68.3,0,99.4,5.9,80.1,Pass
STU0985,78.0,0.5,2,61.6,0,70.4,3.0,51.8,Pass
STU0986,64.1,6.1,0,84.8,2,92.1,2.1,67.8,Pass
STU0987,96.0,1.1,3,57.3,2,78.5,5.3,56.2,Pass
STU0988,88.5,3.0,1,73.6,1,69.4,4.7,53.5,Pass
STU0989,75.3,2.8,2,70.8,3,80.7,3.4,47.9,Pass
STU0990,78.3,4.5,2,87.8,0,82.2,3.1,82.9,Pass
STU0991,80.5,0.8,0,50.3,1,66.5,5.0,46.8,Pass
STU0992,53.5,4.3,2,61.4,1,52.3,5.0,42.5,Pass
STU0993,75.0,6.9,5,95.0,0,100.0,7.6,100.0,Pass
STU0994,69.8,1.2,2,68.5,3,34.3,4.6,33.7,Fail
STU0995,66.0,3.8,3,81.7,1,70.3,3.3,63.4,Pass
STU0996,74.6,2.4,0,62.2,1,50.6,5.3,48.6,Pass
STU0997,99.6,4.2,2,95.6,0,100.0,4.1,94.9,Pass
STU0998,85.7,3.5,1,56.7,3,82.6,5.2,46.8,Pass
STU0999,71.1,2.4,3,74.1,0,58.3,6.9,57.5,Pass
STU1000,84.9,4.3,2,72.9,0,100.0,4.8,79.6,Pass
STU1001,94.8,6.6,1,98.0,0,99.1,2.9,91.2,Pass
STU1002,89.1,3.2,2,68.8,2,50.9,0.7,61.5,Pass
STU1003,78.7,4.7,1,72.4,0,91.5,4.2,71.2,Pass
STU1004,70.2,1.3,2,63.6,2,40.1,4.3,50.7,Pass
STU1005,86.4,1.9,5,80.9,1,62.0,4.8,67.9,Pass
STU1006,82.7,4.3,3,79.4,2,80.4,5.4,73.9,Pass
STU1007,88.7,6.0,4,98.0,1,86.7,6.9,100.0,Pass
STU1008,85.6,4.1,2,84.9,3,80.9,6.1,65.6,Pass
STU1009,90.6,3.0,2,79.9,0,66.5,4.0,76.2,Pass
STU1010,71.6,3.5,0,64.1,3,75.5,3.3,43.9,Pass
STU1011,93.8,1.4,2,73.4,0,58.9,3.7,62.4,Pass
STU1012,80.4,4.5,1,90.1,4,86.2,4.2,52.9,Pass
STU1013,100.0,5.0,1,79.9,2,100.0,3.5,70.3,Pass
STU1014,69.7,2.7,2,60.0,1,75.3,3.5,49.1,Pass
STU1015,98.8,2.7,3,81.2,1,82.4,4.1,78.5,Pass
STU1016,80.4,4.0,1,67.2,1,72.0,4.3,73.2,Pass
STU1017,70.2,2.8,2,52.6,4,69.5,3.0,38.2,Fail
STU1018,72.2,3.4,1,77.9,2,66.5,3.2,51.8,Pass
STU1019,74.2,7.1,2,74.6,1,100.0,8.1,77.3,Pass
STU1020,83.1,3.1,1,68.8,0,60.1,5.2,65.2,Pass
STU1021,84.3,2.9,1,77.6,2,84.7,2.3,54.5,Pass
STU1022,71.1,2.4,3,69.8,2,66.2,6.0,53.5,Pass
STU1023,77.7,4.8,3,80.3,2,100.0,6.3,84.7,Pass
STU1024,100.0,3.2,1,71.0,1,100.0,3.7,65.8,Pass
STU1025,98.7,2.4,0,75.4,1,86.7,2.0,63.7,Pass
STU1026,83.2,5.7,3,83.3,3,94.8,4.4,74.8,Pass
STU1027,78.5,5.9,3,92.2,2,87.2,6.0,73.3,Pass
STU1028,79.4,2.5,3,72.7,2,80.5,3.5,48.0,Pass
STU1029,85.4,0.5,0,57.8,3,58.2,4.3,38.2,Fail
STU1030,65.7,5.2,0,69.2,2,94.3,5.9,73.6,Pass
STU1031,74.9,2.3,0,78.6,0,71.6,3.0,61.1,Pass
STU1032,58.0,4.8,4,80.7,0,79.9,7.6,84.2,Pass
STU1033,82.8,0.5,1,55.5,3,65.0,2.6,30.1,Fail
STU1034,85.8,5.0,3,90.3,2,83.1,4.3,82.9,Pass
STU1035,72.2,1.4,0,50.1,3,49.6,4.5,39.2,Fail
STU1036,96.9,4.7,0,81.7,1,85.9,6.1,70.4,Pass
STU1037,63.3,3.5,4,91.9,2,80.0,8.5,75.7,Pass
STU1038,60.4,1.9,1,49.8,2,46.9,4.0,27.4,Fail
STU1039,80.7,2.8,2,71.1,2,65.8,5.6,62.4,Pass
STU1040,90.6,4.7,4,86.9,0,97.9,6.3,85.6,Pass
STU1041,98.2,3.7,1,73.4,0,87.3,6.1,67.1,Pass
STU1042,72.5,4.5,0,76.5,2,77.5,4.3,63.0,Pass
STU1043,90.9,6.9,1,96.4,2,100.0,6.0,75.5,Pass
STU1044,77.5,0.8,2,66.9,4,35.3,2.1,35.5,Fail
STU1045,75.9,6.2,1,92.9,1,85.8,4.3,73.6,Pass
STU1046,88.6,3.7,1,84.8,0,96.3,5.2,68.2,Pass
STU1047,85.8,2.0,1,59.7,1,65.6,4.6,53.6,Pass
STU1048,59.1,1.2,3,61.4,2,32.2,5.8,41.8,Pass
STU1049,95.7,3.2,1,83.2,1,74.8,4.0,76.4,Pass
STU1050,94.6,5.1,1,79.6,1,100.0,3.3,68.6,Pass
STU1051,70.5,3.3,3,69.7,2,75.2,4.9,68.4,Pass
STU1052,82.7,6.1,1,76.7,2,95.1,4.6,66.8,Pass
STU1053,83.9,1.0,2,68.7,2,56.5,4.2,54.0,Pass
STU1054,81.1,3.5,0,76.5,0,65.0,1.9,69.3,Pass
STU1055,71.4,1.4,1,69.2,2,62.5,3.0,46.8,Pass
STU1056,69.9,4.1,3,74.8,1,85.7,5.0,65.6,Pass
STU1057,77.7,5.0,1,84.0,1,100.0,0.9,62.7,Pass
STU1058,92.1,2.8,4,88.7,0,69.0,6.6,67.5,Pass
STU1059,84.5,0.5,2,54.6,2,73.6,4.0,55.2,Pass
STU1060,73.6,3.8,0,62.8,2,76.8,3.9,51.8,Pass
STU1061,87.3,4.2,4,81.0,1,88.0,5.0,71.9,Pass
STU1062,43.8,4.2,2,61.0,2,72.3,5.5,47.0,Pass
STU1063,91.8,5.6,1,82.6,1,94.3,3.2,78.9,Pass
STU1064,57.1,1.7,1,48.0,2,31.5,2.5,30.4,Fail
STU1065,73.7,4.7,2,86.0,0,90.2,5.7,68.0,Pass
STU1066,64.6,5.5,1,76.9,0,87.7,5.0,80.5,Pass
STU1067,62.5,0.5,2,53.8,1,44.3,1.8,40.0,Fail
STU1068,91.9,4.0,2,78.8,1,95.1,7.0,87.3,Pass
STU1069,72.4,2.6,1,60.2,3,76.6,2.6,51.7,Pass
STU1070,82.2,3.4,1,75.5,1,63.6,3.7,43.1,Pass
STU1071,77.4,4.1,5,85.0,2,81.5,8.9,86.6,Pass
STU1072,83.7,2.7,1,76.3,2,52.0,0.6,58.6,Pass
STU1073,78.9,2.4,6,87.7,1,68.6,3.8,68.0,Pass
STU1074,62.6,3.6,4,67.1,2,65.6,6.3,58.6,Pass
STU1075,90.0,1.7,2,76.2,1,76.0,0.3,59.7,Pass
STU1076,72.1,1.7,1,50.9,2,50.5,0.4,30.8,Fail
STU1077,59.3,4.7,1,87.3,1,71.0,6.0,67.3,Pass
STU1078,72.9,1.5,3,57.4,3,28.7,3.9,45.6,Pass
STU1079,96.0,4.6,2,93.7,1,100.0,8.1,88.6,Pass
STU1080,88.2,4.3,1,72.1,1,87.6,2.6,63.5,Pass
STU1081,73.8,0.6,4,59.7,1,55.4,4.4,56.5,Pass
STU1082,73.8,2.3,2,78.7,2,52.1,5.0,56.7,Pass
STU1083,74.1,5.5,1,75.2,0,93.5,5.1,79.2,Pass
STU1084,100.0,1.8,3,94.3,0,94.4,4.2,74.3,Pass
STU1085,82.6,2.7,2,72.0,2,72.5,3.3,57.0,Pass
STU1086,83.2,4.3,4,93.1,0,92.2,6.1,82.4,Pass
STU1087,90.4,4.8,4,94.6,1,84.8,8.0,76.3,Pass
STU1088,80.9,3.1,1,74.7,0,75.2,5.0,64.9,Pass
STU1089,74.9,2.5,4,60.5,3,53.3,4.4,49.5,Pass
STU1090,75.6,5.9,0,78.5,2,100.0,2.5,69.4,Pass
STU1091,77.1,6.5,3,98.0,0,99.2,4.7,100.0,Pass
STU1092,77.6,5.2,3,82.8,0,76.6,3.5,76.1,Pass
STU1093,86.7,3.6,2,80.0,0,75.2,4.7,71.4,Pass
STU1094,78.6,2.1,3,56.9,2,68.7,5.9,58.1,Pass
STU1095,86.8,2.1,1,63.8,1,81.6,3.5,51.5,Pass
STU1096,77.0,4.4,4,92.3,1,97.9,8.4,85.6,Pass
STU1097,78.9,4.2,3,70.7,1,81.6,7.9,70.8,Pass
STU1098,54.0,5.9,0,78.8,1,67.2,4.4,64.6,Pass
STU1099,89.0,4.6,2,86.5,0,93.6,5.8,87.6,Pass
STU1100,82.2,0.9,1,58.0,3,79.6,1.9,36.9,Fail
STU1101,90.0,5.3,0,82.6,0,80.3,3.3,81.3,Pass
STU1102,43.2,1.8,3,48.8,2,36.9,6.5,27.7,Fail
STU1103,100.0,2.8,1,74.6,0,91.0,2.9,60.9,Pass
STU1104,76.3,3.9,1,81.3,0,81.0,6.3,59.0,Pass
STU1105,91.3,6.9,1,93.0,2,100.0,6.4,78.7,Pass
STU1106,65.5,8.8,4,98.0,1,100.0,8.0,100.0,Pass
STU1107,85.4,4.5,3,87.8,1,98.4,3.5,79.0,Pass
STU1108,65.4,3.2,0,58.4,2,67.3,2.8,41.6,Pass
STU1109,70.5,4.4,1,81.9,0,77.8,5.1,77.1,Pass
STU1110,100.0,5.0,4,98.0,2,100.0,4.5,91.8,Pass
STU1111,75.7,3.0,2,57.2,2,69.6,4.1,45.2,Pass
STU1112,80.6,6.6,1,81.8,1,100.0,5.8,97.3,Pass
STU1113,88.4,3.9,2,80.0,0,100.0,3.7,78.7,Pass
STU1114,83.9,4.3,1,66.7,0,77.7,2.9,70.7,Pass
STU1115,79.8,4.6,3,98.0,1,73.8,2.6,80.7,Pass
STU1116,82.4,4.2,3,89.0,0,88.5,4.6,84.4,Pass
STU1117,100.0,4.9,6,98.0,1,86.6,8.2,92.3,Pass
STU1118,77.3,2.5,1,63.4,2,56.6,2.4,60.1,Pass
STU1119,80.4,2.6,3,67.6,2,51.6,4.8,54.0,Pass
STU1120,90.6,1.6,1,51.5,3,67.4,3.1,46.9,Pass
STU1121,91.3,4.2,4,74.6,3,89.6,4.8,66.6,Pass
STU1122,92.2,4.8,2,98.0,0,89.3,6.1,83.8,Pass
STU1123,85.7,4.3,3,96.7,0,100.0,7.7,100.0,Pass
